Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Kutugata M., Baumgardt J., Goolsby J.A., Racelis A.E.","57382834200;24278398600;9633220000;35727934000;","Automatic Camera-Trap Classification Using Wildlife-Specific Deep Learning in Nilgai Management",2021,"Journal of Fish and Wildlife Management","12","2",,"412","421",,,"10.3996/JFWM-20-076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121590508&doi=10.3996%2fJFWM-20-076&partnerID=40&md5=4cf8575f9d3dd8b33ff5d507f288f372","Boselaphus tragocamelus; Camera trap; Cattle fever ticks; Deep learning; Nilgai; Transfer learning",,Article,Scopus,2-s2.0-85121590508
"Lin C.-W., Lin M., Hong Y.","57201362279;57222463671;57214321585;","Aerial and optical images-based plant species segmentation using enhancing nested downsampling features",2021,"Forests","12","12","1695","","",,,"10.3390/f12121695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121494770&doi=10.3390%2ff12121695&partnerID=40&md5=2b2f8bf29f6702c43b2a827b2a9749d7","Deep learning; Features enhancing; Plant species; Semantic segmentation","Antennas; Complex networks; Decoding; Deep learning; Encoding (symbols); Image coding; Image enhancement; Pixels; Semantic Segmentation; Semantics; Signal encoding; Aerial images; Deep learning; Down sampling; Encoder-decoder; Feature enhancing; Image-based; Optical image; Plant species; Semantic segmentation; Structural combination; Signal sampling; image analysis; optical property; pixel; segmentation; spatiotemporal analysis; species diversity; Blocks; Depth; Distribution; Images; Maps; Plants; Processes; Segmentation",Article,Scopus,2-s2.0-85121494770
"Piazza G., Valsecchi C., Sottocornola G.","57226372696;57202291885;57196027764;","Deep learning applied to SEM images for supporting marine coralline algae classification",2021,"Diversity","13","12","640","","",,,"10.3390/d13120640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121328084&doi=10.3390%2fd13120640&partnerID=40&md5=f3e00cfff11b21b24d09954bfb9df3c7","CNNs; Coralline algae; Lithophyllum pseudoracemus; Machine learning; SEM images; Taxonomy; Ultrastructure","classification; coralline alga; image analysis; machine learning; marine ecosystem; model test; morphology; scanning electron microscopy; taxonomy; ultrastructure; Mediterranean Sea",Article,Scopus,2-s2.0-85121328084
"Dang H., Li J.","57225066786;56451250100;","The integration of urban streetscapes provides the possibility to fully quantify the ecological landscape of urban green spaces: A case study of Xi'an city",2021,"Ecological Indicators","133",,"108388","","",,2,"10.1016/j.ecolind.2021.108388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120384831&doi=10.1016%2fj.ecolind.2021.108388&partnerID=40&md5=615d9bc072d14be196fbcb8504d53a76","Ecosystem service; Landscape aesthetics; Regionalization; The Semantic recognition; Urban green space; Urban streetscapes","Deep learning; Ecosystems; Managers; Remote sensing; Semantics; Vegetation; Case-studies; Ecological indices; Ecosystem services; Landscape esthetic; Regionalisation; The semantic recognition; Urban green spaces; Urban streetscape; Urban vegetation; Parks; esthetics; greenspace; integrated approach; landscape ecology; learning; optimization; perception; regionalization; urbanization; China; Shaanxi; Xian",Article,Scopus,2-s2.0-85120384831
"Alshahrani H.M., Al-Wesabi F.N., Al Duhayyim M., Nemri N., Kadry S., Alqaralleh B.A.Y.","57212154977;57211901842;57204360566;54420791100;55906598300;15768841100;","An automated deep learning based satellite imagery analysis for ecology management",2021,"Ecological Informatics","66",,"101452","","",,,"10.1016/j.ecoinf.2021.101452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116941930&doi=10.1016%2fj.ecoinf.2021.101452&partnerID=40&md5=8f7d3da326a5c11a65dfd17b449835a3","Biodiversity; CNN; Deep learning; Ecology; Environment planning; Satellite imagery","algorithm; anthropogenic effect; biodiversity; forest fire; image classification; land use; machine learning; optimization; satellite imagery",Article,Scopus,2-s2.0-85116941930
"Song C., Yang B., Zhang L., Wu D.","23669342100;57224972466;57207391828;7404297672;","A handheld device for measuring the diameter at breast height of individual trees using laser ranging and deep-learning based image recognition",2021,"Plant Methods","17","1","67","","",,1,"10.1186/s13007-021-00748-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108780684&doi=10.1186%2fs13007-021-00748-z&partnerID=40&md5=41099e18dcccbf0b4facd8ff68636a6f","Convolutional neural networks; Digital camera; Forest inventory; Spatial attention module; Tree measurement",,Article,Scopus,2-s2.0-85108780684
"MacNeil L., Missan S., Luo J., Trappenberg T., LaRoche J.","57224685139;7801636463;57224682822;6701419098;57203054937;","Plankton classification with high-throughput submersible holographic microscopy and transfer learning",2021,"BMC Ecology and Evolution","21","1","123","","",,2,"10.1186/s12862-021-01839-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108145774&doi=10.1186%2fs12862-021-01839-0&partnerID=40&md5=c0fece4bab5d6537b211a83bc4f2476a","Classification workflow; Convolutional neural networks; Deep learning; Deployable microscope; High-throughput imaging; Holographic microscopy; Plankton","algorithm; artificial neural network; classification; community structure; diatom; dinoflagellate; holography; microplankton; microscopy; zooplankton; Bacillariophyta; Dinophyceae; Eukaryota; holography; machine learning; microscopy; plankton; Holography; Machine Learning; Microscopy; Neural Networks, Computer; Plankton",Article,Scopus,2-s2.0-85108145774
"Zheng Y., Wu G.","57373314100;57217100260;","Single Shot MultiBox Detector for Urban Plantation Single Tree Detection and Location With High-Resolution Remote Sensing Imagery",2021,"Frontiers in Environmental Science","9",,"755587","","",,1,"10.3389/fenvs.2021.755587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121265038&doi=10.3389%2ffenvs.2021.755587&partnerID=40&md5=207f6276d8870a4775b6782a25138e88","high-resolution remote sensing image; single shot multibox detector; tree detection; tree location; Urban forest",,Article,Scopus,2-s2.0-85121265038
"Yuan P., Wang C., Zhao Q., Wang X., Ren Y., Yang Q.","57483891800;35489277500;36070135600;55737014600;57212312079;57219669594;","Dynamic monitoring of land-use/land-cover change in cold and arid region based on deep learning: A case study of Mosuowan reclamation area in Xinjiang [基于深度学习的寒旱区多时序影像土地利用及变化监测-以新疆莫索湾垦区为例]",2021,"Arid Land Geography","44","6",,"1717","1728",,,"10.12118/j.issn.1000-6060.2021.06.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126104953&doi=10.12118%2fj.issn.1000-6060.2021.06.20&partnerID=40&md5=c78f585d66136b09941e0882a17a5955","Deep learning; DeepLabv3+; Dynamic monitoring; Feature classification; Long time-series; Remote sensing image",,Article,Scopus,2-s2.0-85126104953
"Liu J., Xiao B., Jiao J., Li Y., Wang X.","57222872841;57222864636;36452177200;57222871898;56245907000;","Modeling the response of ecological service value to land use change through deep learning simulation in Lanzhou, China",2021,"Science of the Total Environment","796",,"148981","","",,5,"10.1016/j.scitotenv.2021.148981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109693099&doi=10.1016%2fj.scitotenv.2021.148981&partnerID=40&md5=53442215112d5e8ac8c99f2932db07ce","Deep learning; Ecological service value; Land use change; Lanzhou; Scenario simulation; Semi-arid region","Arid regions; Cellular neural networks; Economic and social effects; Economics; Ecosystems; Long short-term memory; Urban growth; Cellular automatons; Deep learning; Ecological protection; Ecological service values; Economic development; Ecosystem services; Landuse change; Lanzhou; Scenario simulations; Semi-arid region; Land use; cellular automaton; computer simulation; ecological modeling; ecosystem service; land use change; machine learning; numerical model; quantitative analysis; sustainable development; urban development; urbanization; Article; artificial neural network; cellular automaton; China; climate; convolutional neural network; deep learning; economic development; ecosystem; environmental protection; human activities; humidity; land use; long short term memory network; quantitative analysis; recursive neural network; seashore; semiarid climate; simulation; spatiotemporal analysis; time; urban area; urbanization; China; ecosystem; China; Gansu; Lanzhou; China; Conservation of Natural Resources; Deep Learning; Ecosystem; Urbanization",Article,Scopus,2-s2.0-85109693099
"Calicioglu O., Sengul M.Y., Femeena P.V., Brennan R.A.","56674543000;57201800832;57200530569;7202778831;","Duckweed growth model for large-scale applications: Optimizing harvesting regime and intrinsic growth rate via machine learning to maximize biomass yields",2021,"Journal of Cleaner Production","324",,"129120","","",,,"10.1016/j.jclepro.2021.129120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116351167&doi=10.1016%2fj.jclepro.2021.129120&partnerID=40&md5=e03e423bbd063aa29be43bd23b9c217c","Deep learning; Duckweed harvesting; Duckweed yield; LASSO regression; Stella architect; Wastewater upcycling","Biomass; Deep neural networks; Ecology; Forestry; Harvesting; Learning algorithms; Plants (botany); 'Dry' [; Deep learning; Duckweed harvesting; Duckweed yield; Growth models; Large-scale applications; LASSO regression; Regression modelling; Stellum architect; Wastewater upcycling; Regression analysis",Article,Scopus,2-s2.0-85116351167
"Strydom T., Catchen M.D., Banville F., Caron D., Dansereau G., Desjardins-Proulx P., Forero-Muñoz N.R., Higino G., Mercier B., Gonzalez A., Gravel D., Pollock L., Poisot T.","57212867789;57275358700;57204007130;57274778000;57197862955;54782371200;57211517941;57223710492;57225794133;7404585173;12796736600;54400441600;35225250000;","A roadmap towards predicting species interaction networks (across space and time)",2021,"Philosophical Transactions of the Royal Society B: Biological Sciences","376","1837","20210063","","",,4,"10.1098/rstb.2021.0063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115876680&doi=10.1098%2frstb.2021.0063&partnerID=40&md5=35aebc0457bb73437a72299a93ac004b","biogeography; deep learning; ecological forecasting; ecological networks; machine learning","artificial neural network; community ecology; intraspecific interaction; network analysis; prediction; spatiotemporal analysis; biological model; biota; host parasite interaction; spatiotemporal analysis; Biota; Host-Parasite Interactions; Models, Biological; Neural Networks, Computer; Spatio-Temporal Analysis",Review,Scopus,2-s2.0-85115876680
"Resente G., Gillert A., Trouillier M., Anadon-Rosell A., Peters R.L., von Arx G., von Lukas U., Wilmking M.","57211539675;57222516213;57194537790;55638077200;56596067300;36848027300;6506546807;57203064794;","Mask, Train, Repeat! Artificial Intelligence for Quantitative Wood Anatomy",2021,"Frontiers in Plant Science","12",,"767400","","",,,"10.3389/fpls.2021.767400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119377096&doi=10.3389%2ffpls.2021.767400&partnerID=40&md5=6760a40717525d7bd639a234f4fed6b5","artificial intelligence; deep learning; F1 score; lumen area; ROXAS; wood anatomy",,Article,Scopus,2-s2.0-85119377096
"Kitzes J., Blake R., Bombaci S., Chapman M., Duran S.M., Huang T., Joseph M.B., Lapp S., Marconi S., Oestreich W.K., Rhinehart T.A., Schweiger A.K., Song Y., Surasinghe T., Yang D., Yule K.","12801961000;36477131800;49762650000;57214151829;55785981100;57355875600;36767910600;57223302815;57113259400;57110276000;57217118661;56042034500;57355464300;15758580900;57224171180;36652157100;","Expanding NEON biodiversity surveys with new instrumentation and machine learning approaches",2021,"Ecosphere","12","11","e03795","","",,,"10.1002/ecs2.3795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120062332&doi=10.1002%2fecs2.3795&partnerID=40&md5=14f3ce0ba3321361c9f1eb7fdb2ae3eb","biogeography; deep learning; macroecology; monitoring; neural network; sensor; Special Feature: Harnessing the NEON Data Revolution; species",,Article,Scopus,2-s2.0-85120062332
"Bao Q., Zhang X., Wu X., Zhang Q., Chen J.","57250663000;57215550825;57339439200;55624487704;57208283800;","Research on public environmental perception of emotion, taking haze as an example",2021,"International Journal of Environmental Research and Public Health","18","22","12115","","",,,"10.3390/ijerph182212115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119112629&doi=10.3390%2fijerph182212115&partnerID=40&md5=701b4f5a1db6ff302eeab7f670305583","Convolutional neural network; Deep learning; Environmental perception of emotion; Weighted networks","artificial neural network; environmental values; haze; perception; psychology; public attitude; article; autumn; convolutional neural network; deep learning; ecology; emotion; environmental management; haze; human; human experiment; perception; public opinion; spring; summer; winter; China; emotion; perception; social media; weather; China; Emotions; Humans; Perception; Public Opinion; Social Media; Weather",Article,Scopus,2-s2.0-85119112629
"Love N.L.R., Bonnet P., Goëau H., Joly A., Mazer S.J.","57210106638;57195772427;24450343100;56264909800;7004055938;","Machine learning undercounts reproductive organs on herbarium specimens but accurately derives their quantitative phenological status: A case study of streptanthus tortuosus",2021,"Plants","10","11","2471","","",,2,"10.3390/plants10112471","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119057135&doi=10.3390%2fplants10112471&partnerID=40&md5=689a998cdcf669ce5c434b035f5388d4","Climate change; Deep learning; Flowering time; Natural history collections; Object detection; Phenological shift; Phenological stage annotation; Phenology; Regional convolutional neural network; Visual data classification",,Article,Scopus,2-s2.0-85119057135
"Men G., He G., Wang G.","57315902800;14028364400;36519783300;","Concatenated residual attention unet for semantic segmentation of urban green space",2021,"Forests","12","11","1441","","",,,"10.3390/f12111441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118196421&doi=10.3390%2ff12111441&partnerID=40&md5=dd486cc28fbcb6f83f891df2b1dd1493","Attention mechanism; Convolutional neural network; Deep learning; Remote sensing; Residual structure; Urban green space","Classification (of information); Convolution; Convolutional neural networks; Deep learning; Extraction; Image enhancement; Mapping; Semantic Segmentation; Semantics; Space optics; Sustainable development; Attention mechanisms; Convolutional neural network; Deep learning; Ecological environments; Environment systems; Remote sensing images; Remote-sensing; Residual structure; Semantic segmentation; Urban green spaces; Remote sensing; artificial neural network; greenspace; image classification; pixel; remote sensing; spatial resolution; urban area; Classification; Edges; Extraction; Images; Mapping; Methods; Remote Sensing; Resolution; China; Guangdong; Shenzhen",Article,Scopus,2-s2.0-85118196421
"Fonseca E.M., Colli G.R., Werneck F.P., Carstens B.C.","57202608446;55663851000;6504815407;8611816300;","Phylogeographic model selection using convolutional neural networks",2021,"Molecular Ecology Resources","21","8",,"2661","2675",,3,"10.1111/1755-0998.13427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107011920&doi=10.1111%2f1755-0998.13427&partnerID=40&md5=39541c9ca96c3eca4b6c5a1e195130ff","convolutional neural networks; deep learning; machine learning; Norops spp.; phylogeography","animal; Bayes theorem; genetics; genomics; lizard; phylogeography; Animals; Bayes Theorem; Genomics; Lizards; Neural Networks, Computer; Phylogeography",Conference Paper,Scopus,2-s2.0-85107011920
"Pierce J., Butler M.J., IV, Rzhanov Y., Lowell K., Dijkstra J.A.","57223044998;57642368600;55763862300;57217665158;15833875000;","Classifying 3-D Models of Coral Reefs Using Structure-From-Motion and Multi-View Semantic Segmentation",2021,"Frontiers in Marine Science","8",,"706674","","",,,"10.3389/fmars.2021.706674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119065421&doi=10.3389%2ffmars.2021.706674&partnerID=40&md5=e540d1ed8ca465135441b8a4b0c4a167","coral reefs; deep learning; semantic segmentation; structural complexity; structure-from-motion (SfM) photogrammetry",,Article,Scopus,2-s2.0-85119065421
"Guo H., Shi Q., Marinoni A., Du B., Zhang L.","57220085352;55286447700;23018988200;57217375214;8359720900;","Deep building footprint update network: A semi-supervised method for updating existing building footprint from bi-temporal remote sensing images",2021,"Remote Sensing of Environment","264",,"112589","","",,17,"10.1016/j.rse.2021.112589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110119185&doi=10.1016%2fj.rse.2021.112589&partnerID=40&md5=65cd69a8b5b1d4bb0eeacb8132d4cb0f","Building footprint information; Building update; Deep learning","Database systems; Deep learning; Edge detection; Historic preservation; Remote sensing; Supervised learning; Building footprint; Building footprint information; Building update; Deep learning; Edge preservations; Network frameworks; Neural-networks; Remote sensing images; Semi-supervised method; Urban process; Buildings; algorithm; building; ecological footprint; government; methodology; remote sensing; resource management; satellite imagery; supervised learning; urban planning; urbanization; Canterbury [South Island]; China; Christchurch [Canterbury]; Guangdong; Guangzhou; New Zealand; South Island",Article,Scopus,2-s2.0-85110119185
"Langlois J., Guilhaumon F., Bockel T., Boissery P., De Almeida Braga C., Deter J., Holon F., Marre G., Tribot A.-S., Mouquet N.","57225394599;24168494900;57201483228;6505631814;57217083480;56955843900;36625442700;55811881700;56884746400;55973469300;","An integrated approach to estimate aesthetic and ecological values of coralligenous reefs",2021,"Ecological Indicators","129",,"107935","","",,1,"10.1016/j.ecolind.2021.107935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109458041&doi=10.1016%2fj.ecolind.2021.107935&partnerID=40&md5=4d048814392e09c6e7ee3335583ff335","Aesthetic perception; Coralligenous reefs; Deep learning; Ecological value; Nature contribution to people","Behavioral research; Biodiversity; Deep learning; Ecosystems; Learning algorithms; Aesthetic perception; Aesthetic value; Coralligenous reef; Deep learning; Ecological values; Integrated approach; Nature contribution to people; Species composition; Taxonomic diversity; Well being; Reefs; algorithm; biodiversity; conservation management; coral reef; coralline alga; environmental assessment; esthetics; estimation method; integrated approach; machine learning; marine ecosystem; France; Mediterranean Coast [France]",Article,Scopus,2-s2.0-85109458041
"Ning P., Zhang C., Zhang X., Jiang X.","57284359300;56097274400;37122980800;57284141900;","Short- to Medium-Term Sea Surface Height Prediction in the Bohai Sea Using an Optimized Simple Recurrent Unit Deep Network",2021,"Frontiers in Marine Science","8",,"672280","","",,,"10.3389/fmars.2021.672280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116355363&doi=10.3389%2ffmars.2021.672280&partnerID=40&md5=c6b2bfce7c861d2ff9ed337764472e17","deeplearning model; recurrent neural network; sea surface height; short-to medium-term; simple recurrent unit",,Article,Scopus,2-s2.0-85116355363
"Jamali A.","56909712300;","Land use land cover mapping using advanced machine learning classifiers",2021,"Ekologia Bratislava","40","3",,"286","300",,,"10.2478/eko-2021-0031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118787635&doi=10.2478%2feko-2021-0031&partnerID=40&md5=28f0418dd2eb0104169e85ca022934c8","image classification; LULC; machine learning; Multi-layer Perceptron; Random Forest; Support Vector Machine","image classification; land classification; land cover; land use; machine learning; mapping method; Varanidae",Article,Scopus,2-s2.0-85118787635
"Rodrigues N.M., Batista J.E., Mariano P., Fonseca V., Duarte B., Silva S.","57192108152;57210419686;7005469763;14021110600;20734149900;8880294600;","Artificial intelligence meets marine ecotoxicology: Applying deep learning to bio-optical data from marine diatoms exposed to legacy and emerging contaminants",2021,"Biology","10","9","932","","",,2,"10.3390/biology10090932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115736081&doi=10.3390%2fbiology10090932&partnerID=40&md5=5c640527be9302f0212c5aee8021fc48","Artificial intelligence; Deep learning; Estuarine systems; Eutrophication; Machine learning; Time series classification; Water contamination",,Article,Scopus,2-s2.0-85115736081
"Yu W., He K., Fan P., Chen B., Li S., Liu S., Zhou J., Yang Q., Li M., Jiang X., Yang G., Wu S., Lu X., Hu Y., Li B., Li Y., Jiang T., Wei F., Wu Y.","55473249200;56513146900;24340600100;56164866300;56438375200;36495186600;55723356400;7404075893;57270166600;8283762400;55583224200;7407184694;57225174264;55794286600;56129818100;39262052700;24279401500;57226726084;56909307800;","Taxonomic and systematic research progress of mammals in China [中国兽类分类与系统演化研究进展]",2021,"Acta Theriologica Sinica","41","5",,"502","524",,1,"10.16829/j.slxb.150535","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115640156&doi=10.16829%2fj.slxb.150535&partnerID=40&md5=2c6b78b9c3d77c22698375c5ad8ad5ea","Mammals; Systematics; Taxonomy","biodiversity; global climate; mammal; taxonomy; China; Guangdong; Mammalia",Review,Scopus,2-s2.0-85115640156
"Shi P., Xu X., Ni J., Xin Y., Huang W., Han S.","57213385715;57251555700;7201636285;57188986953;57251518100;57212414004;","Underwater biological detection algorithm based on improved faster-rcnn",2021,"Water (Switzerland)","13","17","2420","","",,,"10.3390/w13172420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114557951&doi=10.3390%2fw13172420&partnerID=40&md5=581cacc09930347f0bdcf2a3d8ac31b2","Deep learning; Object detection; Underwater detection","Bismuth compounds; Ecology; Extraction; Feature extraction; K-means clustering; Signal detection; Biological detection; Detection accuracy; Different sizes; Ecological environments; Feature pyramid; Low qualities; Multi-scale features; Training data; Bioinformatics; algorithm; aquatic organism; detection method; perception; training; underwater environment",Article,Scopus,2-s2.0-85114557951
"Zhu W.","56267434500;","Sichuan mountainous environment and urban planning based on image dehazing algorithm",2021,"Arabian Journal of Geosciences","14","18","1829","","",,,"10.1007/s12517-021-08125-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112778177&doi=10.1007%2fs12517-021-08125-9&partnerID=40&md5=535f62fb9e9ca0d59a6562733bf9cde0","Image defogging; Sichuan mountains; Urban ecology; Urban planning","algorithm; atmospheric modeling; image analysis; mountain environment; transmittance; urban area; urban ecosystem; urban planning; China; Sichuan",Article,Scopus,2-s2.0-85112778177
"Lang C., Sui X.","57226808021;57540244500;","Bioinformatics analysis of mountain plant characteristics and ginsenoside glycosyltransferase based on image recognition",2021,"Arabian Journal of Geosciences","14","17","1800","","",,1,"10.1007/s12517-021-08174-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112744978&doi=10.1007%2fs12517-021-08174-0&partnerID=40&md5=4c1ef5b674f05545aa39f5fa0526ab4f","Bioinformatics analysis; Ginsenoside glycosyltransferase; Image recognition; Mountain plant characteristics","bioinformatics; enzyme; gene expression; genome; image analysis; medicinal plant; mountain region; species diversity",Article,Scopus,2-s2.0-85112744978
"Li W., Ding Q.","57248724100;57226778804;","Detection of soil pollution in hilly area based on Bayesian network and optimization of child allowance system",2021,"Arabian Journal of Geosciences","14","17","1715","","",,,"10.1007/s12517-021-08030-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112636990&doi=10.1007%2fs12517-021-08030-1&partnerID=40&md5=6c4dc38837c31170427bc1683db504c5","Bayesian network; Child benefit; Hilly area; Soil pollution detection","Bayesian analysis; child welfare; hill; optimization; policy implementation; soil pollution",Retracted,Scopus,2-s2.0-85112636990
"Moreno-Rodenas A.M., Duinmeijer A., Clemens F.H.L.R.","57197857370;57200726328;56264026000;","Deep-learning based monitoring of FOG layer dynamics in wastewater pumping stations",2021,"Water Research","202",,"117482","","",,2,"10.1016/j.watres.2021.117482","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111929509&doi=10.1016%2fj.watres.2021.117482&partnerID=40&md5=b2de3db5a67b7ad50391db8bbb7da3af","Computer vision; Deep-learning; FOG layer dynamics; low cost sensoring, Edge AI computing; Urban drainage monitoring","Automation; Cameras; Computer vision; Deep learning; Flow velocity; Information management; Real time control; Velocity; Water levels; Deep-learning; Fat, oil and grease layer dynamic; Floating solids; High-frequency; Low cost sensoring, edge AI computing; Oil and grease; Pump suction; Suction inlet; Urban drainage monitoring; Wastewater pumping station; Costs; computer vision; image processing; machine learning; monitoring system; pumping; wastewater treatment; Netherlands; Rotterdam; South Holland; hydrocarbon; water; Netherlands; wastewater; Deep Learning; Hydrocarbons; Netherlands; Waste Water; Water",Article,Scopus,2-s2.0-85111929509
"Duggan M.T., Groleau M.F., Shealy E.P., Self L.S., Utter T.E., Waller M.M., Hall B.C., Stone C.G., Anderson L.L., Mousseau T.A.","57226459998;57226463464;57226466315;57226460362;57226481296;57226470879;57226483515;57226462528;57226475794;7004473969;","An approach to rapid processing of camera trap images with minimal human input",2021,"Ecology and Evolution","11","17",,"12051","12063",,,"10.1002/ece3.7970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111636162&doi=10.1002%2fece3.7970&partnerID=40&md5=b48b02ba3038e81f091114dbe6f9f883","camera trap; deep learning; neural network; transfer learning; wildlife ecology",,Article,Scopus,2-s2.0-85111636162
"Pais C., Miranda A., Carrasco J., Shen Z.-J.M.","57191043113;55144311600;57219326077;8947426700;","Deep fire topology: Understanding the role of landscape spatial patterns in wildfire occurrence using artificial intelligence",2021,"Environmental Modelling and Software","143",,"105122","","",,2,"10.1016/j.envsoft.2021.105122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110195888&doi=10.1016%2fj.envsoft.2021.105122&partnerID=40&md5=61117bd1b1dc0d5a97ac50887f76f52d","Deep learning; Landscape topology; Machine learning; Territorial planning; Wildfire ignition risk; Wildfire management","Application programs; Deep learning; Open source software; Open systems; Risk perception; Deep learning; Ecological impacts; Landscape topology; Machine-learning; Social impact; Spatial patterns; Territorial planning; Wildfire ignition; Wildfire ignition risk; Wildfire management; Topology; artificial intelligence; estimation method; land cover; performance assessment; risk assessment; territorial planning; topology; uncertainty analysis; wildfire",Article,Scopus,2-s2.0-85110195888
"Dujon A.M., Ierodiaconou D., Geeson J.J., Arnould J.P.Y., Allan B.M., Katselidis K.A., Schofield G.","56432616900;6506897990;57216493085;7007039027;55905105500;16401956300;16403511400;","Machine learning to detect marine animals in UAV imagery: effect of morphology, spacing, behaviour and habitat",2021,"Remote Sensing in Ecology and Conservation","7","3",,"341","354",,7,"10.1002/rse2.205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105621533&doi=10.1002%2frse2.205&partnerID=40&md5=eac1dcf040133c2366a985988da33ac0","aerial surveys; artificial intelligence; deep learning; demography; movement ecology; satellite imagery",,Article,Scopus,2-s2.0-85105621533
"Chen K., Wang H., Valverde-Pérez B., Zhai S., Vezzaro L., Wang A.","57210840592;40462542900;56008782400;55832285100;36629483100;7404619701;","Optimal control towards sustainable wastewater treatment plants based on multi-agent reinforcement learning",2021,"Chemosphere","279",,"130498","","",,4,"10.1016/j.chemosphere.2021.130498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104460478&doi=10.1016%2fj.chemosphere.2021.130498&partnerID=40&md5=e905678821cb1b827044939b549e5168","Multi-objective optimization; Reinforcement learning; Sustainability; Wastewater treatment","Deep learning; Dissolved oxygen; Effluents; Energy utilization; Eutrophication; Gas emissions; Greenhouse gases; Life cycle; Multi agent systems; Multiobjective optimization; Reclamation; Reinforcement learning; Sewage pumping plants; Sustainable development; Water quality; Water treatment plants; Control strategies; Environmental pollutions; Human activities; Multi-agent reinforcement learning; Multi-objectives optimization; Optimal controls; Optimisations; Reinforcement learnings; Sustainable wastewater treatments; Waste water treatment plants; Wastewater treatment; carbon dioxide; dissolved oxygen; algorithm; concentration (composition); dissolved oxygen; emission control; eutrophication; greenhouse gas; life cycle analysis; wastewater; wastewater treatment; wastewater treatment plant; Article; carbon footprint; control strategy; effluent; energy consumption; environmental impact; environmental sustainability; eutrophication; human; life cycle; multiobjective optimization; reinforcement learning (machine learning); waste water treatment plant; environment; greenhouse gas; sewage; wastewater; water management; Indicator indicator; Environment; Eutrophication; Greenhouse Gases; Humans; Waste Disposal, Fluid; Waste Water; Water Purification",Article,Scopus,2-s2.0-85104460478
"Dufourq E., Durbach I., Hansford J.P., Hoepfner A., Ma H., Bryant J.V., Stender C.S., Li W., Liu Z., Chen Q., Zhou Z., Turvey S.T.","56426327100;9237182000;55655489200;56034341500;57217063816;26530556100;57221320206;57221324769;57221325111;57221318539;57191408667;8608216100;","Automated detection of Hainan gibbon calls for passive acoustic monitoring",2021,"Remote Sensing in Ecology and Conservation","7","3",,"475","487",,5,"10.1002/rse2.201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104027858&doi=10.1002%2frse2.201&partnerID=40&md5=1a034c75a0d37009b81da5a7a2806dd3","Bioacoustics; convolutional neural networks; deep learning; Hainan gibbons; passive acoustic monitoring; species identification",,Article,Scopus,2-s2.0-85104027858
